Geo_Level,State_ANSI,County_ANSI,State,Area_Name
county,19,105,IA,"Jones County"
county,19,107,IA,"Keokuk County"
county,19,109,IA,"Kossuth County"
county,19,111,IA,"Lee County"
county,19,113,IA,"Linn County"
county,19,115,IA,"Louisa County"
county,19,117,IA,"Lucas County"
county,19,119,IA,"Lyon County"
county,19,121,IA,"Madison County"
county,19,123,IA,"Mahaska County"
county,19,125,IA,"Marion County"
county,19,127,IA,"Marshall County"
county,19,129,IA,"Mills County"
county,19,131,IA,"Mitchell County"
county,19,133,IA,"Monona County"
county,19,135,IA,"Monroe County"
county,19,137,IA,"Montgomery County"
county,19,139,IA,"Muscatine County"
county,19,141,IA,"O'Brien County"
county,19,143,IA,"Osceola County"
county,19,145,IA,"Page County"
county,19,147,IA,"Palo Alto County"
county,19,149,IA,"Plymouth County"
county,19,151,IA,"Pocahontas County"
county,19,153,IA,"Polk County"
county,19,155,IA,"Pottawattamie County"
county,19,157,IA,"Poweshiek County"
county,19,159,IA,"Ringgold County"
county,19,161,IA,"Sac County"
county,19,163,IA,"Scott County"
county,19,165,IA,"Shelby County"
county,19,167,IA,"Sioux County"
county,19,169,IA,"Story County"
county,19,171,IA,"Tama County"
county,19,173,IA,"Taylor County"
county,19,175,IA,"Union County"
county,19,177,IA,"Van Buren County"
county,19,179,IA,"Wapello County"
county,19,181,IA,"Warren County"
county,19,183,IA,"Washington County"
county,19,185,IA,"Wayne County"
county,19,187,IA,"Webster County"
county,19,189,IA,"Winnebago County"
county,19,191,IA,"Winneshiek County"
county,19,193,IA,"Woodbury County"
county,19,195,IA,"Worth County"
county,19,197,IA,"Wright County"
STATE,20,0,KS,Kansas
county,20,1,KS,"Allen County"
county,20,3,KS,"Anderson County"
county,20,5,KS,"Atchison County"
county,20,7,KS,"Barber County"
county,20,9,KS,"Barton County"
county,20,11,KS,"Bourbon County"
county,20,13,KS,"Brown County"
county,20,15,KS,"Butler County"
county,20,17,KS,"Chase County"
county,20,19,KS,"Chautauqua County"
county,20,21,KS,"Cherokee County"
county,20,23,KS,"Cheyenne County"
county,20,25,KS,"Clark County"
county,20,27,KS,"Clay County"
county,20,29,KS,"Cloud County"
county,20,31,KS,"Coffey County"
county,20,33,KS,"Comanche County"
county,20,35,KS,"Cowley County"
county,20,37,KS,"Crawford County"
county,20,39,KS,"Decatur County"
county,20,41,KS,"Dickinson County"
county,20,43,KS,"Doniphan County"
county,20,45,KS,"Douglas County"
county,20,47,KS,"Edwards County"
county,20,49,KS,"Elk County"
county,20,51,KS,"Ellis County"
county,20,53,KS,"Ellsworth County"
county,20,55,KS,"Finney County"
county,20,57,KS,"Ford County"
county,20,59,KS,"Franklin County"
county,20,61,KS,"Geary County"
county,20,63,KS,"Gove County"
county,20,65,KS,"Graham County"
county,20,67,KS,"Grant County"
county,20,69,KS,"Gray County"
county,20,71,KS,"Greeley County"
county,20,73,KS,"Greenwood County"
county,20,75,KS,"Hamilton County"
county,20,77,KS,"Harper County"
county,20,79,KS,"Harvey County"
county,20,81,KS,"Haskell County"
county,20,83,KS,"Hodgeman County"
county,20,85,KS,"Jackson County"
county,20,87,KS,"Jefferson County"
county,20,89,KS,"Jewell County"
county,20,91,KS,"Johnson County"
county,20,93,KS,"Kearny County"
county,20,95,KS,"Kingman County"
county,20,97,KS,"Kiowa County"
county,20,99,KS,"Labette County"
county,20,101,KS,"Lane County"
county,20,103,KS,"Leavenworth County"
county,20,105,KS,"Lincoln County"
county,20,107,KS,"Linn County"
county,20,109,KS,"Logan County"
county,20,111,KS,"Lyon County"
county,20,113,KS,"McPherson County"
county,20,115,KS,"Marion County"
county,20,117,KS,"Marshall County"
county,20,119,KS,"Meade County"
county,20,121,KS,"Miami County"
county,20,123,KS,"Mitchell County"
county,20,125,KS,"Montgomery County"
county,20,127,KS,"Morris County"
county,20,129,KS,"Morton County"
county,20,131,KS,"Nemaha County"
county,20,133,KS,"Neosho County"
county,20,135,KS,"Ness County"
county,20,137,KS,"Norton County"
county,20,139,KS,"Osage County"
county,20,141,KS,"Osborne County"
county,20,143,KS,"Ottawa County"
county,20,145,KS,"Pawnee County"
county,20,147,KS,"Phillips County"
county,20,149,KS,"Pottawatomie County"
county,20,151,KS,"Pratt County"
county,20,153,KS,"Rawlins County"
county,20,155,KS,"Reno County"
county,20,157,KS,"Republic County"
county,20,159,KS,"Rice County"
county,20,161,KS,"Riley County"
county,20,163,KS,"Rooks County"
county,20,165,KS,"Rush County"
county,20,167,KS,"Russell County"
county,20,169,KS,"Saline County"
county,20,171,KS,"Scott County"
county,20,173,KS,"Sedgwick County"
county,20,175,KS,"Seward County"
county,20,177,KS,"Shawnee County"
