state_ansi,county_ansi,year,colonies
42,7,2002,716
42,9,2002,111
42,11,2002,1420
42,13,2002,18
42,15,2002,410
42,17,2002,298
42,19,2002,201
42,21,2002,94
42,25,2002,65
42,27,2002,487
42,29,2002,433
42,31,2002,18
42,33,2002,68
42,35,2002,242
42,39,2002,268
42,41,2002,1297
42,43,2002,215
42,45,2002,53
42,51,2002,47
42,55,2002,1115
42,57,2002,11
42,59,2002,60
42,61,2002,243
42,63,2002,139
42,65,2002,288
42,67,2002,64
42,71,2002,1391
42,73,2002,209
42,75,2002,106
42,77,2002,84
42,81,2002,602
42,83,2002,23
42,85,2002,499
42,89,2002,216
42,91,2002,104
42,93,2002,67
42,95,2002,366
42,99,2002,51
42,105,2002,21
42,107,2002,556
42,109,2002,436
42,111,2002,102
42,113,2002,82
42,115,2002,859
42,117,2002,2877
42,123,2002,5
42,125,2002,482
42,127,2002,57
42,129,2002,1081
42,131,2002,1098
42,133,2002,551
44,0,2002,520
44,3,2002,45
44,7,2002,100
44,9,2002,355
45,0,2002,4400
45,1,2002,19
45,3,2002,38
45,7,2002,113
45,15,2002,41
45,19,2002,6
45,21,2002,219
45,23,2002,16
45,25,2002,12
45,35,2002,9
45,43,2002,14
45,45,2002,40
45,47,2002,28
45,51,2002,24
45,55,2002,73
45,57,2002,30
45,59,2002,72
45,61,2002,4
45,63,2002,853
45,65,2002,42
45,71,2002,96
45,73,2002,353
45,75,2002,16
45,77,2002,392
45,81,2002,9
45,83,2002,87
45,85,2002,228
45,91,2002,112
46,0,2002,164114
46,5,2002,3962
46,19,2002,1742
46,53,2002,7187
46,61,2002,415
46,77,2002,4300
46,95,2002,3
46,99,2002,12714
46,123,2002,14270
46,135,2002,41
47,0,2002,12446
47,1,2002,271
47,3,2002,446
47,5,2002,67
47,9,2002,399
47,11,2002,246
47,13,2002,59
47,15,2002,22
47,17,2002,20
47,19,2002,21
47,21,2002,50
47,25,2002,133
47,29,2002,706
47,31,2002,127
47,33,2002,101
47,35,2002,321
47,37,2002,224
47,39,2002,42
47,43,2002,18
47,45,2002,327
47,47,2002,5
47,49,2002,7
47,51,2002,40
47,55,2002,209
47,57,2002,92
47,59,2002,108
47,61,2002,24
47,63,2002,380
47,65,2002,724
47,67,2002,38
47,69,2002,30
47,71,2002,258
47,73,2002,150
47,77,2002,44
47,81,2002,38
47,89,2002,59
47,91,2002,83
47,93,2002,728
47,99,2002,346
47,101,2002,51
47,103,2002,915
47,105,2002,69
47,107,2002,394
47,111,2002,49
47,113,2002,72
47,115,2002,12
47,117,2002,67
47,119,2002,109
47,121,2002,22
47,123,2002,288
47,125,2002,25
47,129,2002,8
47,131,2002,258
47,133,2002,96
47,137,2002,6
47,139,2002,14
47,141,2002,53
47,143,2002,19
47,145,2002,366
47,147,2002,40
47,149,2002,202
47,151,2002,25
47,155,2002,346
47,157,2002,152
47,159,2002,46
47,163,2002,463
47,165,2002,13
47,167,2002,262
47,171,2002,80
47,173,2002,67
47,177,2002,9
47,179,2002,301
47,185,2002,10
47,187,2002,184
47,189,2002,157
48,0,2002,113092
48,1,2002,185
48,5,2002,143
48,15,2002,6
48,19,2002,12
48,25,2002,54
48,29,2002,4308
48,31,2002,21
48,35,2002,30
48,41,2002,48
48,53,2002,116
48,55,2002,2139
48,59,2002,184
48,61,2002,10
48,75,2002,195
48,83,2002,3
48,85,2002,330
48,89,2002,29
48,91,2002,320
48,93,2002,14
48,95,2002,90
48,97,2002,61
48,113,2002,43
48,119,2002,16
48,139,2002,80
48,143,2002,8
48,147,2002,69
48,149,2002,23
48,157,2002,19
48,159,2002,305
48,171,2002,218
48,175,2002,6
48,181,2002,102
48,187,2002,19
48,193,2002,33
48,203,2002,16
48,207,2002,3
48,209,2002,58
48,217,2002,30
48,221,2002,12
48,225,2002,17
48,237,2002,18
48,241,2002,13
48,249,2002,267
48,251,2002,164
48,255,2002,3
48,257,2002,65
48,259,2002,62
48,265,2002,10
48,285,2002,60
48,287,2002,5
48,291,2002,17136
48,293,2002,8
48,303,2002,203
48,315,2002,79
48,333,2002,14
48,337,2002,31
48,339,2002,5
48,347,2002,26
48,349,2002,31
48,361,2002,4960
48,363,2002,383
48,365,2002,78
48,367,2002,29
48,395,2002,50
48,397,2002,15
48,399,2002,5
48,401,2002,93
48,407,2002,301
48,417,2002,3
48,419,2002,7
48,423,2002,114
48,429,2002,4
48,439,2002,100
48,441,2002,6
48,449,2002,4
48,459,2002,16
48,467,2002,30
48,471,2002,16
48,473,2002,14
48,477,2002,11
48,479,2002,22
48,481,2002,3300
48,491,2002,283
48,493,2002,3
48,497,2002,135
48,499,2002,132
49,0,2002,18195
49,3,2002,79
49,7,2002,23
49,13,2002,5391
49,21,2002,72
49,25,2002,11
49,27,2002,6377
49,35,2002,411
49,39,2002,68
49,41,2002,46
49,45,2002,62
49,49,2002,2870
49,57,2002,69
50,0,2002,7412
50,1,2002,2050
50,3,2002,7
50,7,2002,1091
50,13,2002,257
50,15,2002,45
50,17,2002,141
50,19,2002,76
50,23,2002,809
50,25,2002,39
50,27,2002,101
51,0,2002,12594
51,1,2002,10
51,3,2002,33
51,9,2002,24
51,11,2002,165
51,15,2002,380
51,19,2002,239
51,21,2002,70
51,31,2002,211
51,35,2002,272
51,37,2002,121
51,43,2002,1385
51,45,2002,39
51,47,2002,75
51,51,2002,31
51,59,2002,31
51,61,2002,171
51,63,2002,214
51,65,2002,7
51,67,2002,350
51,69,2002,437
51,71,2002,59
51,73,2002,42
51,75,2002,43
51,77,2002,43
51,83,2002,70
51,85,2002,292
51,89,2002,552
51,95,2002,30
51,99,2002,46
51,105,2002,143
51,107,2002,995
51,109,2002,9
51,111,2002,16
51,113,2002,39
51,117,2002,23
51,121,2002,33
51,125,2002,191
51,137,2002,13
51,141,2002,100
51,143,2002,355
51,145,2002,45
51,147,2002,129
51,153,2002,203
51,155,2002,29
51,157,2002,583
51,163,2002,192
51,165,2002,1315
51,167,2002,231
51,169,2002,134
51,171,2002,21
51,173,2002,159
51,177,2002,18
51,179,2002,12
51,181,2002,7
51,185,2002,37
51,191,2002,125
51,195,2002,19
51,197,2002,361
51,199,2002,48
51,550,2002,198
51,800,2002,9
53,0,2002,67909
53,7,2002,530
53,9,2002,437
53,11,2002,655
53,13,2002,920
53,15,2002,408
53,17,2002,1160
53,25,2002,10176
53,27,2002,167
53,29,2002,45
53,31,2002,4
53,33,2002,2932
53,35,2002,61
53,39,2002,305
53,41,2002,99
53,43,2002,103
53,45,2002,313
53,47,2002,3246
53,53,2002,645
53,55,2002,31
53,57,2002,1502
53,59,2002,72
53,61,2002,1632
53,63,2002,4497
53,65,2002,3253
53,67,2002,2406
53,73,2002,966
53,77,2002,17937
54,0,2002,7423
54,1,2002,56
54,7,2002,66
54,11,2002,26
54,13,2002,15
54,15,2002,83
54,17,2002,23
54,19,2002,52
54,21,2002,31
